Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"My Numbered Days of 
Happiness",Even When I’m Dead,"Even Though the 
Duchess Wants To",Aesthetics of Pleasure,"Dungeon Food Truck 
Owner",The Ties of Dotgabi,"Will My Doting 
Husband Love Me 
Again?","I Thought I was the 
Real Daughter",When It Turns Red,My Fairest Lady,"I Will Raise This Boy 
as Another Man's Child","Locked Up By My Mad
Dog","S-Class Spirit Master's 
Taming Diary","Surviving as the Crown 
Prince's Childhood 
Friend","Seeking for
Forgiveness",Collect and Seize,Wolf of the Full Moon,"The Duke's Wife 
Obsession","The Scholar, the 
Widow, and the 
Strange","I'm a Villainess, but I 
Won't Live Like One",New Moon,"Don't Pay Attention to 
the Villainess","Lady Yeonju: The 
Villain Husband I Killed 
Has Returned","It's My First Time Being 
a Mother Again","The Secretary of My 
Ex-Favorite Character",,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,God Bless You,"The Library Needs a 
Witch",Beatrice,"The Fantasie of a 
Stepmother",Elskar,The Tyrant's Sister,The Secret Queen,"Daisy: How to Become 
the Duke's Fiancée","The Spark In Your
Eyes","My Secretly Hot 
Husband",The Viridescent Tiara,For Better or For Worse,Aidin,The Demonic Contract,Princess to the Rescue!,The Taming of a Tyrant,Kneel Before Me,"You Can't Change a
Person","The Return of Elena 
the Knight","Not-Sew-Wicked 
Stepmom",Solitary Lady,Prince Maker,"The Villainess Becomes 
the Leading Lady","Leveling Up my 
Husband to the Max","The Forgotten Princess 
Just Wants Peace","Lessons in Seduction 
with a Classy Duke","The Villainess Behind 
the Mask ",Becoming You,"Author of my Own 
Destiny","Can We Become 
Family?"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The Elegant Sea of 
Savagery","No More Turning a 
Blind Eye",The Boomerang Duke,"Cry For Me, Crown 
Prince","This Life, the Way I 
Want","Please Obsess Over 
Me ",Falling for The Enemy,Dear Nemesis,"When the Black Moon 
Rises",Terrarium Adventure,"The Beast Emperor 
and I",AII HaiI Lady BIanche!,The Vanished Duchess,Theory of Paradise,The Male Lead is Mine!,"Time to Call Off this 
Engagement","The Princess in the
Attic",The Accidental Heiress,Sierra on Strike!,Mistress’ Court,That Which Flows By ,"Empress's Flower 
Garden","What Melvin Left 
Behind",I Don't Need a Proposal,"Goddess Emelia Wants 
to Escape","Seducing the Monster 
Duke","I Stole the First 
Ranker's Soul",Emperor Hunt,"The Duke's Darling 
Daughter-in-Law","The Mistress Runs 
Away"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The Beloved Fake 
Saint",Serena,One Regret Is Enough,The Fateful Invitation,"He's Just My Brother, 
Your Grace!","The Divorcée's Dessert 
Cafe",Acidity of Regret,"If You So Desire My 
Despair","My Father, the 
Possessive Demi-God","The Villain in the Horror 
Game Dreams of the 
Heroine Every Night","The Sea Captain’s 
Bride","The Duke's Fake
Sister","Just the Male Lead’s 
Friend",Royal Redemption,"Don't Mess With My 
Duke Dubless!","The Tale of the Tiger 
Girl",Let's Live Together,"What the Evil 
Dragon Lives for","Carefully Choosing 
a Husband",A Moonlit Sword,"Lady Adelyn the 
Homebody",Beloved In-Laws,"The Guardian Dragon 
and the Princess 
of Lies","A Marriage Contract 
With Two Husbands","Beloved By The Male 
Lead's Nephew",Running Away at Night,For a Certain Princess,"The Monster Male Lead 
Living Under My Bed","Choose Me, Flora","I Will Live the Life of a 
Villainess"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The Villainess Wants to 
Go Home","Please Look at 
Jasmine!","I’m a Villainess with a 
Handsome Husband","May God Bless Your
Demise","They Wish to Take 
Away My Child","Answer Me, Please",Fresh Concubine,"Cry, Or Better Yet, Beg",When Fate Finds Us,Insanely Radiant,"Angelica: My Wife Has
Changed","Look Here, Demon 
King!","My Husband Who 
Hates Me Has Lost 
His Memories","A Handbook for 
Villainesses","The Dungeon's Dying
S-Class Lady","Peony: Dreaming of 
he Dangerous Grand 
Duke","Maria The Telepathic 
Animal Healer","The Perks of Being a 
Villain","I Created a Harem by 
Accident","Daughter-In-Law to the 
Mad Dog of Honor",Anaharath,"A Dark Secret 
Romance With a 
Former Saintess","Gyeongseong Lingerie 
Costume Shop","The Blooming Violet in 
the Back Garden",Savage Castle,"Crazy Coital Death 
Party","The Esteemed Lady of 
the Tea Garden","It Was Just a 
Contractual Marriage",The Fairy Pact,"Unrequited Love 
Doesn't End With 
Marriage"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"A Golden Fate That
Transcends Time","The Female Lead's 
Mother and the Male 
Lead's Father Are 
Married","Raising My Fiancé 
With Money","A Simple Guide To 
Surviving as a 
Stepmom","I Became the Young 
Villain's Sister-in-Law","I Became the Savior 
of the Planet",Temptation of Wife,"The Youngest Is Trying 
To Prevent the World 
From Ending","The Villainess 
Captured the Grand 
Duke","The Extra Guardian 
Missed the Right Time 
to Leave","I Thought My Husband 
Was Supposed to Die?","John Loves Tite","Before the Real 
Heroine Steps In","A Deal With My Fake 
Husband","The Flower That 
Swallowed the Beast ","The Wicked 
Ladies-In-Waiting","The Murdered Princess 
and the Innocent Traitor","I Became the Level 
999 Demon Queen","The Secret of the 
Lovely Duchess","Annals of Joseon 
Spring Painting","Villainess Reborn: 24 
Hours",Divorce Proposal,"I'm a Martial Arts 
Supporting Character, 
Can You Raise Me?",The Incognito Princess,"To Abandon or be 
Abandoned","What's With the Three 
Kingdoms-Obsessed 
Male Lead?",As the Heart Leads,"Our Majesty Has 
Changed","The Acting Empress 
Still Spends the First 
Night",Joseon Erotica
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"My Students' Guardians 
Are Obsessed With Me","Darling, Why Can't We 
Divorce?","She's Not Our 
Daughter!","The White Dragon's 
Bride",A Savage Proposal,The Seraphic Villainess,The Story of Aeri,"The Scent That Binds 
Us","I Became the Duke's 
Male Servant","The Prince Doesn't 
Cry From Mere Onions",Amongst the Tainted,"A Spring Breeze in a 
Wasteland",Lycan,"My Wish Is Two 
Separate Beds","The Cradle of the 
Enemy","Anything But Marriage, 
Mr. Villain!","Sorry, I'm a Fool",Elegant Aubrey,"My Male Lead Is a 
Northern Dark-Haired 
Grand Duke",The Duke's Maid,"If You Pull the 
Archduke's Leash",Holding You Close,"The SSS-Class Cafe 
in Front of the 
Dungeon","Honey, I Believe That's 
Your Misunderstanding","Things I Didn't Know At 
First","Anyone Can See It's a 
Beast","Rather Than the Son, 
I'll Take the Father","The Real Reason We 
Get Married",Another Heaven,"The End of a Fake 
Marriage"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"At the Place Where the 
Golden Rose Broke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,This Witch of Mine,Girl Jock Empress,"Master Villainess the 
Invincible!",The Red Sleeve,David's Portrait,"The Sleepless Night 
of the Maid","The Dragon King's 
Bride","I Tamed the Male Lead 
Who Tried to Kill Me",How to Diet as a Lady,"Shall We Bathe, Your 
Grace?",Dear Hong Rang,"The Overflowing Elixir 
of the Fallen House",May Wedding,"The Witch in the 
Emperor's Quarters","I Had a Baby While I 
Was Asleep","I Became the Young 
Wife of the Martial Arts 
Novel's Male Lead","The Crown Princess' 
Double Life","The Tutor's Secret 
Sessions",Nellie's Secret Garden,,,,,,,,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sword of the Falcon,Adonis,The Detective of Muiella,"The Reason Why 
Raeliana Ended Up 
at the Duke's Mansion","What it Takes to be 
a Villainess","Surviving as the 
Prince's Fiancee","The Golden-Haired 
Summoner",On The Emperor's Lap,"The Hopeless Desire 
of a Witch",Amina of the Lamp,Lamia Orphe is Dead,"The Blood of Madam 
Giselle","A Villain Demands to 
be Loved","The Crown Princess 
Audition","I Got Pregnant with the 
Tyrant's Child",Joseon Fox Scandal,"The Fake Lady and 
Her Rabbit Duke","The Lady Needs a 
Break",Sacrificed,The Emperor's Mask,"The Wicked Little 
Princess",The Tyrant's Tranquilizer,"Monster Duke's 
Daughter",Wished You Were Dead,"The Heiress's Double 
Life",Twilight Poem,"Straight to the Red 
Carpet ",Stop This Marriage,"Four Dangerous 
Brothers to My Rescue!","A Villainess' Revenge is 
Sweeter than Honey"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aileen's On Fire!,Stigma Effect,The Little Landlady,"My Unexpected 
Marriage",From Maid to Queen,"I'm a Princess but Also 
a Villainess","Taming My Villainous 
Little Brother",The Hero's Savior,The Queen's Realm,"The Villainess Tames 
The Beast","Who's the Wizard 
That's Gonna Kill Me","Reborn as the 
Protagonist's Daughter","Renia, the Crazy 
Princess","Divorcing My Tyrant 
Husband","Reforming the 
Obsessive Male Lead",Miss Overprotected,"The Abandoned 
Princess Rebels","Forget My Husband, 
I'll Go Make Money","The Duchess's Secret 
Writing Life",Divine Inconvenience,"What The Duke Picked 
Up In The Forest",The Bridal Night,The Eighth Bride,The Tyrant's Crush,"Azure Night, Waltz 
Of Rapture",Winter Wolf,"My Husband Changes 
Every Night ","You Musn't, Your 
Majesty!","The Emperor is HARD 
to Please!",Beast's Flower
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"I'll Choose My 
Husband",On The Hunt,"May I Kill You, Your 
Highness?","Who Knew Dragons 
Could Be This Cute?",Potion Witch,"I Don't Want the 
Obsession of a Twisted 
Archduke","I'm Not the Final Boss' 
Lover",Obey the Flowers,"

Two Names of Night","Werewolves Going 
Crazy Over Me",The Beast Within,"The Demon King's Doll 
Butler","Falling Into The Deep 
End","When the Witch’s 
Daughter Lifts the Male 
Lead’s Curse","Living with the 
Dangerous Beast",I'd Rather Be a Queen,Millionaire Lady,"The Greatest Heiress
of the Empire","Amelia's Opalescent
Marriage","Becoming the Lady of 
the Cursed Ducal 
House","The Grand Duke is 
Mine",Predatory Marriage,"The Villainess Who 
Stole the Paladin's First","I Became the Mother 
of the Evil Male Lead","I'm a Villainess, but I'm 
Good at Cooking",I'd Rather Be The King,"They Live in the 
Princess' Flower 
Garden","The Hand That Once 
Fed","Bad Deeds of the 
Terminally Ill Empress","A Saint From the 
Slums"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"I Don't Want to Bed 
You!","When Cinderella's 
Magic Fades Away","Survival of a Tyrant's 
Secretary","Lady Baby Is a 
Revenge Maker","One Too Many 
Supporting Male Leads","Lovers Beyond 
Dimension","I Made a Contract With 
a Dragon to Get 
Revenge on My Mother","Unforeseen 
Engagement","There's Something 
Wrong About My Man's
Morals","The Villainess Just 
Wants to Live in Peace!","Lady Solea Just Wants 
to Go Home","I'm Not Letting My 
Duke Die!","I Became An 
Obsessive Servant Of 
The Crown Prince","You Can’t Kill Me: The 
Secret Bride of the 
Black Wolf","The Dying Villainess 
Denies Adoption",Die Melusine,"How to Turn a Kind 
Savior Into an Emperor","This Duck Wants to Fly
Solo","The Empress’s Two 
Wolves",Black Chains,"How to Make My Tyrant 
Husband Love Me","We've Already Broken 
Up, Your Majesty","I Will Take the Easy 
Way Out","The Taming of the 
Hellcat","For the Princess Who 
Will Disappear","The Estrous Period of 
the Snake and the 
Rabbit","The Villain's Wise 
Retirement Plan","The Witch Doctor of 
Walpurgis",Duchess in Ruins,"I Became the Tyrant's 
Doomed Wife"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snake's Cave,"The Foreign Object 
Was Me",Be By My Side,"I Refuse the Regrets 
of a Traitor",Carnal Instincts,I Want To Eat You,"How the Grand 
Duchess Returns to 
Her Tower","A Winter Cabin of 
Serenity and Insanity",The Fairy's Wish,The Innocent Priest,Most Wanted Wife,"The Arranged Suitor 
Was the Kidnapper",The Lord's First Night,"I Want to Go Bankrupt, 
Not Get Married",The Killing Empress,"That's Not What My 
Will Said","My Contract Husband 
Resembles the Male 
Protagonist",Jailbreak,"I Will Disappear, Grand 
Duke","Dear Holy Knight, 
Read My Love Stories","The Terminally-Ill 
Apothecary Villainess","You Will Pay With Your 
Life for Deceiving Me","What Remains in the 
Damaged Place",,,,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"His Majesty Secret 
Heroine",This Girl is a Little Wild,Lost Princess,An Inescapable Love,Lady Chef Royale,The Sultan's Love,The Villainess Maker,"What It Means To 
Be You","My Three Tyrant 
Brothers","The Villainess Flips 
the Script",Elizabeth,"Nullitas ~The 
Counterfeit Bride~","Why Ophelia Couldn't 
Leave","The Freshness of 
Paradise",Your Eternal Lies,"The Frost Flower
Knight","Disobey The Duke If 
You Dare","The Villainess's 
Stationery Shop","Saya, the Fallen Deity ",The Baby Divine Beast,"The Princess Demands 
a Divorce","The Villain's Young
Patron","Cheer Up, Your
Highness!",Love Doesn't Matter,Too Cute To Handle,"The Castle: Keeper of 
the Sacred Eye","The White Tiger's 
Daughter","Not Your Typical
Reincarnation Story","The Dragon and the 
Prince","The Handsome Male 
Lead Won't Let Me Log 
Out"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The Reason For
Avoiding Him","The Villain's End is
Not a Choice","Can Love Blossom in 
a Poisoned Heart?","I'm the One Who Died, 
but the Hero Went 
Crazy",Are We Still In Love?,"The Price is Your 
Everything","I'll Protect You, Daddy!","Married His Brother 
and Now He's 
Obsessed",I Will Kill the Male Lead,"My Favorite Novel Has 
a Weird Epilogue
","The Queen's Secret 
Lessons","This Time, I Will 
Survive Until the End",Savage Forest,Tempest Night,"Please Leave Miss 
Emily Alone",Don't Be Too Nice,My Beloved Oppressor,The Maid Runs Away,"The Emperor's 
Sleepless Nights","My Stepdaughter is a 
Bunny",Tempting My Salvation,"Behind Her Highness’s 
Smile","Trapped in a Soap 
Opera","I Grabbed the Leash 
of the Blind Beast","Repentance of the 
Immoral Paladin",The Painless Player,"How to Choose Your 
Knight",I Raised a Villain,Just Kill Me Now,My Affectionate Beast
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The Regressed 
Empress’s Abduction 
Marriage","I'm the Crazy Heir's 
Daughter!",Miss Pendleton,"This Marriage Will 
Surely Succeed","The Wild Dog Marquis 
XX the Princess","Dark History Is Going 
Backwards","How to Reject a 
Perfect Marriage","I Got a Job at a 
Haunted Mansion","Put Your Sword Away 
in the Bedroom","I Will Buy Divine Power 
With Money!",,,,,,,,,,,,,,,,,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Villainess in Love,"Queen In The 
Shadows",Married for 120 Days,"How Did I Become the 
Princess? ","Water Droplets in the 
Desert and Grassland",Ending Maker,"Evangeline After 
The Ending","The Secret Bedroom 
of the Abandoned 
Princess","Revenge on the Real 
One","The Second Male Lead 
is Actually a Girl",The Tainted Half,For Your Well-Being,"The Dukedom Is 
Inhabited by a Monster","Armonia the Monster 
Whisperer","I Just Needed 
Someone to Hate","The Grand Duke's Fox 
Princess",Ungracefully Grace,"The Redemption of 
Earl Nottingham","The Portrait of the Late 
Prince",The S-Class Lady,Purely Yours,"Rewrite My Happy 
Ending","Where the Frozen 
Moon Sits","No Mercy from the 
Reborn Lady",Escape Me If You Can,"The Saint Dreams of 
Secret Love","Teach Me How to 
Desire","There Is No Need For 
the Tyrant Second 
Male Lead's Obsession","The Night When 
Flowers Fall",Fruition of Immorality
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"I'm Finding a New 
Husband","Why Are You Sorry, 
Darling?","The Merman Trapped 
in My Lake","The Stone Thrown in 
the Lake","The Day the Real 
One Appeared",Maid's Night,"The Villain's Early 
Education Was Done 
Too Well",Imperial Maid,Milky Junior,"My Sister, Who Was 
My Enemy, Now Loves 
Me","Delicious Condensed 
Milk Baguette",,,,,,,,,,,,,,,,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"My Master, the Wolf 
Queen",Lady Evony,Bring the Love,False Confession,"My Sister Picked Up 
the Male Lead",It Was All a Mistake,My Gently Raised Beast,Please Don't Eat Me,"Revolutionary 
Princess Eve","5500 Shades of the 
Demon King",Villainess's Idol,"My BFF is a Tyrant in 
Training","The Evil Princess 
Dreams of a 
Gingerbread House","The Reason She Lives 
as a Villainess",Elizabeth of Velpera,The Hidden Saintess,"A Single Round at 
Romance is Enough!","The Villainess's 
Daughter",I Raised a Black Dragon,Lia's Bad Ending,"Raising a Dragon 
Prince",Haesi's Shinru,Gimme that Pacifier!,Marriage and Sword,"The Male Lead Won't 
Let Me Be!",Please Marry Me Again!,"Writing my Male Lead's 
Happily Ever After",Self-Made Lady,"My Sister’s Happy 
Ending","The Wild Flower of 
the Palace"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Surviving as the 
Illegitimate Princess","Seducing the Lady's 
Lover","I Accidentally Tamed 
the Duke","The Contract Couple: 
Ines & Kaisac","I Accidentally Saved 
the Male Lead's Brother","I Don't Want to Be 
Loved ","Nightly Taming of the 
Werewolf Duke",Lady Edita,"The Flower That 
Swallowed the Sun","The Twin Sister Goes 
on Strike","The Fake Lady of 
House Silkisia",Red Hot Revenge,"Ojakgyo's Maid's 
Journal","Secrets of the Mystic 
Moonlit Library","I Adopted a Villainous 
Dad","Protecting the Witch's 
Son",You're My Flame,"I Became a Sitter for 
the Obsessive Villains","Reverse the Crazy 
Curse",A Spiteful Princess,"The Life Goal is To 
Get a Two-Story 
House",The Lady of the Devil,Sistervention,"Childcare Diary With 
the Villain","A Fairy Tale Written by 
a Villain","A Fairy-Tale Ending for 
a Fake","The Unintentional
Villainess","Becoming Best Friends 
With the Icy Male Lead","Trapped With the Male 
Lead in a Horror Game",Princess Player
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"How to Extend a 
Marriage Contract","Changing the Genre of 
Angst to Heartwarming","The Hero's Ready to 
Retire","Ex-Husband Demands 
Reunion","I Became a Childhood 
Friend of the Obsessive 
Sub Male Lead",Night of the Moon,"How to Save a 
Time-Limited Young 
Master","I Became a Squirrel 
Seeking the Villain",Enough with the Flirting,Thicker Than Memory,Taming a Munchkin,"When Pride Fell at My 
Toes",I'm Ready for Divorce!,Kill This Marriage,"The Consequences of 
Messing With the 
Original Work",La Dama Prudente,"How to Survive as a 
Villain on the Verge of 
Death",,,,,,,,,,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Emperor's Woman,Satan's Bride,"Who Made Me A 
Princess",The Vampire's Flower,"The Maid and the 
Vampire",Black Winter,The Moon Child,Lucia,The Emperor's Partner,"I Was Tricked Into This 
Fake Marriage!","I Choose the Emperor 
Ending ","Love Quest for a 
Servant Girl","A Villainess for the 
Tyrant","I'm the Soldier's 
Ex-Girlfriend",The Lady's Butler,My Husband's Reversal,A Kind Goblin's Bird,"Like Wind on a Dry 
Branch",Totem's Realm,Am I Your Daughter?,Romance in Reverse,Elixir of the Sun,"The Destroyer Fell in 
Love with Me","I Married the Male 
Lead's Dad","Behold the True 
Villainess","The Villainess is a 
Marionette","The Tyrant's Secret 
Secretary","I Shall Master This 
Family!","How To Survive a 
Romance Fantasy","Little Rabbit and the 
Big Bad Leopard"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"A Monster Hunter 
Becomes a Princess",Four Pillars of Destiny,"The Tyrant's Only 
Perfumer",I'm All Out of Health!,"The Tyrant's Comfort 
Doll ","Justice for the 
Villainess ",The Predator's Fiancèe,"The Villainess Has 
Shrunk!","The Duke's Cursed 
Charm","Another Typical 
Fantasy Romance","My In-Laws are 
Obsessed with Me","How to Break Up in a 
Romance Simulation",The Queen of Avalon,"The Rewards of 
Marriage","The Admiral's 
Monstrous Wife","The Villainess's Road 
to Revenge","The Archvillain's 
Daughter-in-Law","How To Hide the 
Emperor's Child",The Tyrant's Soft Side,"The Duke’s Bored 
Daughter is my Master","The Perfect Plan for a 
Fairy-Tale Ending","I Bought Land, 
Not a Man!","Don't Trust the 
Female Lead ","A Fake Princess' 
Survival Diary","Trust Me, Little Duke!","I Have a Dragon's 
Heart","Can the Grand Duke 
and Marquis Be Friends?",Royal Marriage,Savor The Taste,The Cure for Passion
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"To Take a Mermaid’s 
Heart",Stella: the Lost Star,Mermaid Princess ,"The Little Lady 
Behind the Villain","Please Sponsor My 
Revenge","Elissa’s Whirlwind 
Marriage","I'll Become the Heroine 
in this Life","From BFF to 
Obsessive Hubby",Live as a Villainess,Tired of Living in Fiction,A World Without You,Lady Swindler,My Alternate Ending ,Red and Mad,"Toymaker Tria's Tyrant 
Problem","Frozen Wolf, Fire 
Dragon",Who Stole the Empress,Lady of the Bank,Until Death Do Us Part,Baby Tyrant,"Life With My Loving 
In-Laws",For a Fairytale Ending,Escaping Execution,The Blood Moon,"The Fake Duchess in 
Distress","Raffine's Plan: Save 
My Favorite Character","Baby Pharmacist 
Princess",Goodbye My Juliet,"I Married the Enemy 
Who Killed My Parents","The Reason for the
Twin Lady’s Disguise"
Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
